entity_id,transport_term,category,related_places,doc_id,page_number,context_snippet,confidence
transport_60430a45f1916f,驿站,postal/relay,,swhgz_842a00b22f4b,119,官之家，享有免役免税等特权。军户：编入军籍的人户。其子孙也必 须入军户，世代为兵。打捕户：猎户。站户：世代充当驿站士卒的人户。僧户： 指隶属于僧官的人户。 ②成丁：成年人，指二十岁以上。 ③杂役户：指前力士户、打捕户等人户。,high
transport_b8de8de242044a,驿站,postal/relay,,swhgz_842a00b22f4b,134,其 四差皆于秋粮外另派，所谓力役之征也。弘治十八年，应天巡抚欧阳铎议以三事 ①铺司兵：指铺司和铺兵。即邮递驿站的管理人员和役吏。 ②银差：指应役户以银代役。银差名目很多，一般有岁贡、马匹、草料、牌坊、 柴薪、斋夫折价等等,high
transport_bb2f855f2ae414,交通,general_transport,,swhgz_842a00b22f4b,163,甲”，对应言之。 ②苏：在困难中得到解救。大工：指修建宫殿。 ③返逃亡：使逃亡的人返回家园。 ④冲：四通八达的交通要道。 ⑤租庸调：唐前期赋役制度的田租、力庸、户调的简称。 ⑥较然甚判：区别是很明显的。 ⑦寖：通“浸。”渐渐,high
transport_11dd453d2229f4,码头,waterway,南通,swhgz_842a00b22f4b,212,勘覆，至日核详檄图存。 雍正十一年八月二十二日批，署理江南通省驿传盐法道张，为因地以求水泉等事， ①马头：码头。 ②廉：查访。舆：疆土。这里指地形、地势。 ③宪台：封建时代属吏对上司的称呼。,high
transport_b019718cf580a9,交通,general_transport,,swhgz_842a00b22f4b,245,事文书。因上插有羽毛作为标志， 故名。现指由驿站传递的公文。医兽：即兽医。 ⑤更：更改、更动。 ⑥冲要之路：指交通要道。 ⑦邮驿：传递公文的场所，即前文所说的铺递。通典：通用的法典，准则。,high
transport_2bea16e711e7cd,桥梁,bridge,颍州;六合,swhgz_842a00b22f4b,247,自滁阳驿历本县以至六 合，其程足有一百三十里之远；自滁阳历本县水口集以至六合，其程仅有一百一 十里之近。且其间桥梁官渡市集居舍靡不周备，乃商贾往来之通衢也。嘉靖三十 五年八月内，卑职申蒙抚按批行颍州兵备道佥事许案行本州与六合,high
transport_2f485cd9047757,桥梁,bridge,,swhgz_842a00b22f4b,286,。嘉靖六年崇祀名宦 ④。《明一统志》 蒋居仁字安道，泰兴人，至正六年任。精于吏治，民乐其政。凡 学校、祠宇、桥梁、靡不营建。《明一统志》 明 徐士禄，湖广随州举人，永乐元年任。律已严正，勤以任事，慈 ①泰定二年，天,high
transport_53b2f3d5631e5e,运河,waterway,江苏省;江苏,swhgz_842a00b22f4b,291,称颂循吏的典故。 ②河：黄河。清河：疑应为“清江”。明代设有总督河道都御使，清代设江南河道 总督，掌管黄、淮、运河的堤防疏浚，驻清江浦（今江苏省清江市）。稔：熟悉。 坐名请调：奏请朝廷调任。 ③走台使控留不得：意为向上级请求,high
transport_666c180f3fa421,运河,waterway,扬州,swhgz_842a00b22f4b,376,周氏卜葬地，语人曰：“此地佳， 不出十年必捷一武魁，然不克寿 ⑥。”乾隆乙酉，周家宾果中武举。及 北上没于扬州运河，并如其言。 汪大用字德周，庠生。精医术，晚年尤善调摄 ⑦，面有童颜，寿 八十六。子赞，庠生。弼谐，授训科。皆,high
transport_48c6ea99a0689b,交通,general_transport,,swhgz_842a00b22f4b,431,京之美人兮，欻遐征 ①区区：自得的样子。程：显示。轩轾：轻重、高低。 ②勖：勉励。余吾：古水名、汉时为南北交通要道。渥洼：水名，《史记·乐书》 载“尝得神马渥洼水中”，后也以渥洼为神马的典故。 ③宝历：国祚，即封建王朝统,high
transport_34a312a039d89b,道路,road,,swhgz_842a00b22f4b,432,紫薇，泉名，在醉翁亭东。 ⑦巉岩：险峻的山峰，这里是形容醉翁亭的飞檐。龙虬：即虬龙，为押韵而倒置， 形容弯曲的道路。 ⑧砚：砚山，在湖北襄阳县南，东晋羊祜镇守襄阳时，尝登山置酒言咏。醉白堂： 北宋韩琦曾在宅园内池上筑堂，取名,high
transport_0dac883fa50837,道路,road,,swhgz_842a00b22f4b,462,崇之。若殿、若庑、 若门、若池、若桥、若崇圣宫、若明伦堂、若尊经阁、若魁阁、 若正副学署，咸以次修举，下至阶除道路 ①，罔弗治。凡撤其旧而 更新者，盖十之八九焉。又以棂星门外地势涣迤，大成坊及两耳 坊远不相属，亦形家所忌 ②,high
transport_32bee73e39be4d,交通,general_transport,来安县;来安,swhgz_842a00b22f4b,465,用作有关教育的典故。菁菁：茂盛的样子。莪：萝蒿。 ①主斯席者：指山长。训迪：训导启迪。 ②委：未尾。 ③管键：交通要道，枢纽。 ④杠梁：桥。 ⑤岭南伍公：伍士超，广东新兴人，进士，嘉庆十一年任来安县令。 ⑥叶榆杨公：杨炘，云,high
transport_a7ee63734455f9,公路,road,,swhgz_004a021677a6,403,民族资本企业的兴起和发展 五、新式交通和邮电事业的开办 (一)轮船的通航 (二)铁路的修筑 (三)马路和公路的开辟 (四)邮政、电报、电话业务的发展 六、市镇的兴衰存废 (一)市镇概况 (二)旧有市镇的发展 (,high
transport_4da01e8d9906b4,铁路,rail,,swhgz_004a021677a6,403,督商办企业的设立 (三)民族资本企业的兴起和发展 五、新式交通和邮电事业的开办 (一)轮船的通航 (二)铁路的修筑 (三)马路和公路的开辟 (四)邮政、电报、电话业务的发展 六、市镇的兴衰存废 (一)市镇概况,high
transport_cc15f65e7c2da9,交通,general_transport,,swhgz_004a021677a6,403,生和发展 (一)外资企业的创办 (二)官办和官督商办企业的设立 (三)民族资本企业的兴起和发展 五、新式交通和邮电事业的开办 (一)轮船的通航 (二)铁路的修筑 (三)马路和公路的开辟 (四)邮政、电报、电话业,high
transport_91498d77796500,道路运输,road,江苏省;江苏,swhgz_4156be344675,1,20100810版本 《江苏省交通志·公路篇》 （1978-2008） 第三章 道路运输（征求意见草稿） 《江苏省交通志·公路篇》编写组 二 年八月 前 言 根据江苏省人民政府办公厅《转发省地方志,high
transport_35f6e54ba86228,道路运输,road,江苏省;江苏,swhgz_4156be344675,1,案的通知》（苏政办发［2008］96号）及《江苏省实施 我省新一轮地方志及交通运输志的编写工作已经正式开始，道路运输部分则是交通运输志编写的重要内容。 改革开放30年以来，江苏省道路运输业得到了快速发展 长途客运快捷舒适、城,high
transport_87c3c963cf085c,道路运输,road,江苏省;江苏,swhgz_4156be344675,1,方志及交通运输志的编写工作已经正式开始，道路运输部分则是交通运输志编写的重要内容。 改革开放30年以来，江苏省道路运输业得到了快速发展 长途客运快捷舒适、城市公交四通八达、农村客运方便出行，道路运输行业整体结构进一步优化、“三,high
transport_8a046a27ff3ba8,道路运输,road,江苏省;江苏,swhgz_4156be344675,1,改革开放30年以来，江苏省道路运输业得到了快速发展 长途客运快捷舒适、城市公交四通八达、农村客运方便出行，道路运输行业整体结构进一步优化、“三个服务”能力进一步增强、管理水平进一步提高，初步实现了我省从运输大省向运输强省的迈,high
transport_ff364267dcb5dd,道路运输,road,江苏,swhgz_4156be344675,1,构进一步优化、“三个服务”能力进一步增强、管理水平进一步提高，初步实现了我省从运输大省向运输强省的迈进。 江苏道路运输业在1978至2008年的三十年发展过程中，先后经历了初步发展、整顿提高和全面协调发展三个阶段。 一、初步发展,high
transport_011ec67701e05e,公路,road,江苏省;江苏,swhgz_4156be344675,1,20100810版本 《江苏省交通志·公路篇》 （1978-2008） 第三章 道路运输（征求意见草稿） 《江苏省交通志·公路篇》编写组 二 年八月,high
transport_cd98ceb8e6ea62,公路,road,江苏省;江苏,swhgz_4156be344675,1,10版本 《江苏省交通志·公路篇》 （1978-2008） 第三章 道路运输（征求意见草稿） 《江苏省交通志·公路篇》编写组 二 年八月 前 言 根据江苏省人民政府办公厅《转发省地方志编纂委员会办公室第二轮江苏省志编纂工作,high
transport_f80ca2c6a4a98a,公路,road,,swhgz_4156be344675,1,一步优化，运输行业形象进一步提升。 为了搞好交通运输志道路运输部分的编写工作，在省交通运输厅编史办和运管局、省公路学会的关心与支持下，编写组同志积极开展了资料的收集和调研工作，通过查阅档案文件、网络搜索与下载、召开座谈会、走,high
transport_205cc5525d43ee,公路,road,南京市;江苏省;江苏;南京,swhgz_4156be344675,1,修改和完善过程中予以充实和提高。 修改意见和补充资料请发至以下联系方式： 联系单位：南京市石鼓路69号 江苏省公路学会 联系人：金明新 电子信箱：jinmx46 com 联系电话：025-84209310 13605178,high
transport_718410e1ed706b,道路,road,江苏省;江苏,swhgz_4156be344675,1,20100810版本 《江苏省交通志·公路篇》 （1978-2008） 第三章 道路运输（征求意见草稿） 《江苏省交通志·公路篇》编写组 二 年八月 前 言 根据江苏省人民政府办公厅《转发省地,high
transport_54fb49fbb761c5,道路,road,江苏省;江苏,swhgz_4156be344675,1,案的通知》（苏政办发［2008］96号）及《江苏省实施 我省新一轮地方志及交通运输志的编写工作已经正式开始，道路运输部分则是交通运输志编写的重要内容。 改革开放30年以来，江苏省道路运输业得到了快速发展 长途客运快捷舒适,high
transport_ae14f80e0317ee,道路,road,江苏省;江苏,swhgz_4156be344675,1,方志及交通运输志的编写工作已经正式开始，道路运输部分则是交通运输志编写的重要内容。 改革开放30年以来，江苏省道路运输业得到了快速发展 长途客运快捷舒适、城市公交四通八达、农村客运方便出行，道路运输行业整体结构进一步优化、,high
transport_527fa1633b4bcc,道路,road,江苏省;江苏,swhgz_4156be344675,1,改革开放30年以来，江苏省道路运输业得到了快速发展 长途客运快捷舒适、城市公交四通八达、农村客运方便出行，道路运输行业整体结构进一步优化、“三个服务”能力进一步增强、管理水平进一步提高，初步实现了我省从运输大省向运输强省,high
transport_58a82828a7638f,道路,road,江苏,swhgz_4156be344675,1,构进一步优化、“三个服务”能力进一步增强、管理水平进一步提高，初步实现了我省从运输大省向运输强省的迈进。 江苏道路运输业在1978至2008年的三十年发展过程中，先后经历了初步发展、整顿提高和全面协调发展三个阶段。 一、初步,high
transport_39944186ae38d1,客运,passenger_transport,江苏省;江苏,swhgz_4156be344675,1,式开始，道路运输部分则是交通运输志编写的重要内容。 改革开放30年以来，江苏省道路运输业得到了快速发展 长途客运快捷舒适、城市公交四通八达、农村客运方便出行，道路运输行业整体结构进一步优化、“三个服务”能力进一步增强、管理,high
transport_fdc9a97833ba31,客运,passenger_transport,江苏省;江苏,swhgz_4156be344675,1,写的重要内容。 改革开放30年以来，江苏省道路运输业得到了快速发展 长途客运快捷舒适、城市公交四通八达、农村客运方便出行，道路运输行业整体结构进一步优化、“三个服务”能力进一步增强、管理水平进一步提高，初步实现了我省从运输,high
transport_0bead1d9815fd0,客运,passenger_transport,,swhgz_4156be344675,1,划，扩大指导性计划和市场调节范围，将全省道路客货运输以及汽车维修业务等先后引入市场。放宽搞活的政策实施后，全省客运量、旅客周转量、货运量、货物周转量等运输指标每年均以11％以上的速度迅速增长。 二、整顿提高阶段 随着开放深,high
transport_3224ce4fc201f3,客运,passenger_transport,,swhgz_4156be344675,1,运输市场发展，运道路输行业也出现了“各自为政、各行其是、鱼龙混杂”现象。1989年7月，省厅下发《关于认真做好客运市场的清理整顿工作的通知》，决定在全省范围内开展清理整顿工作。运用经济和行政手段，规定了各类运输业户的经营范围,high
transport_afb1bd68756a3a,客运,passenger_transport,,swhgz_4156be344675,1,临着前所未有的发展机遇。我省通过积极实施结构调整工程，推进运输结构的优化和调整；实施惠农便民工程，大力推进城乡客运一体化进程；实施科技创新工程，开发建成全省道路客运综合信息服务系统，积极拓展道路客运联网售票系统功能，加快推进,high
transport_c125452f3809a3,货运,freight_transport,,swhgz_4156be344675,1,理竞争，使出行难、运货难的矛盾得到一定缓解。三是逐步缩小指令性计划，扩大指导性计划和市场调节范围，将全省道路客货运输以及汽车维修业务等先后引入市场。放宽搞活的政策实施后，全省客运量、旅客周转量、货运量、货物周转量等运输指标每,high
transport_bb4d3319840338,货运,freight_transport,,swhgz_4156be344675,1,市场调节范围，将全省道路客货运输以及汽车维修业务等先后引入市场。放宽搞活的政策实施后，全省客运量、旅客周转量、货运量、货物周转量等运输指标每年均以11％以上的速度迅速增长。 二、整顿提高阶段 随着开放深入和运输市场发展，运,high
transport_f6f67733e9f447,货运,freight_transport,,swhgz_4156be344675,1,了翻天覆地的变化，服务社会主义新农村建设、服务国民经济和社会发展和服务人民群众安全便捷出行的能力进一步增强，客货运输、机动车维修、驾驶员培训方面的行业整体结构进一步优化，运输行业形象进一步提升。 为了搞好交通运输志道路运输部,high
transport_4444f85323e776,交通,general_transport,江苏省;江苏,swhgz_4156be344675,1,20100810版本 《江苏省交通志·公路篇》 （1978-2008） 第三章 道路运输（征求意见草稿） 《江苏省交通志·公路篇》编写组 二,high
transport_4470951cade0f4,交通,general_transport,江苏省;江苏,swhgz_4156be344675,1,100810版本 《江苏省交通志·公路篇》 （1978-2008） 第三章 道路运输（征求意见草稿） 《江苏省交通志·公路篇》编写组 二 年八月 前 言 根据江苏省人民政府办公厅《转发省地方志编纂委员会办公室第二轮江苏省志,high
transport_d45227d7d1c504,交通,general_transport,江苏省;江苏,swhgz_4156be344675,1,员会办公室第二轮江苏省志编纂工作方案的通知》（苏政办发［2008］96号）及《江苏省实施 我省新一轮地方志及交通运输志的编写工作已经正式开始，道路运输部分则是交通运输志编写的重要内容。 改革开放30年以来，江苏省道路运输业,high
transport_c617be8b40d55d,交通,general_transport,江苏省;江苏,swhgz_4156be344675,1,办发［2008］96号）及《江苏省实施 我省新一轮地方志及交通运输志的编写工作已经正式开始，道路运输部分则是交通运输志编写的重要内容。 改革开放30年以来，江苏省道路运输业得到了快速发展 长途客运快捷舒适、城市公交四通八,high
transport_cfdb9fb3865c87,交通,general_transport,江苏,swhgz_4156be344675,1,发展三个阶段。 一、初步发展阶段 1978年，党的十一届三中全会胜利召开，开启了我国改革开放历史新时期。江苏交通运输业也进入初步发展时期。为促进道路运输业的发展，国家提倡“有河大家走船、有路大家走车”，实行“各部门、各地区,high
transport_47a9f66693861c,公路,road,江苏省;江苏,swhgz_4156be344675,2,年八月 《江苏省交通志·公路篇》（1978-2008） 道路运输 目 录 第一节 道路运输管理 一、道路运输管理机构 二、道路运输市场管理,high
transport_b3b75305ea4d7c,货运,freight_transport,,swhgz_4156be344675,2,汽车） 三、农村公共汽车客运（增加） 四、主要客运站场与建设（修改） 五、主要客运企业 第三节 道路货物运输及货运场站 一、普通货物运输（含零担货物运输、货物搬运业、集装箱货物运输、快速货运） 二、危险货物运输 三、第三方物,high
transport_53a454449edbf0,货运,freight_transport,,swhgz_4156be344675,2,要客运企业 第三节 道路货物运输及货运场站 一、普通货物运输（含零担货物运输、货物搬运业、集装箱货物运输、快速货运） 二、危险货物运输 三、第三方物流 四、主要货运场站与建设（修改） 五、主要货运企业 第四节 机动车维修与驾,high
transport_3f56ad6469de40,桥梁,bridge,,swhgz_4156be344675,7,辆生产、销售企业不得销售不符合国家标准强制性规定的车辆。超限运输车辆不得在有限定标准的公路行驶。超过公路、公路桥梁限载标准确需行驶的，应当经交通主管部门批准，并按要求采取有效的防护措施。收费公路收取货运车辆通行费可以采取计重,high
transport_97ac33d741c6a7,京杭运河,waterway,,swhgz_4156be344675,9,交通运输体系，重点建设方便快捷舒适的客运体系和快速高效低成本的货运体系，集中构建沪宁、沿江、沿东陇海、沿海、沿京杭运河、徐宿淮盐和徐宁杭“三纵四横”七大运输通道，加快形成面向国际及省外的广域交通体系和省内区域之间的网络化交通体系,high
transport_30b3bccb207380,铁路,rail,扬州;南通;南京;镇江;淮安,swhgz_4156be344675,9,纽，建设苏州、无锡、镇江、南通、扬州、淮安等区域性交通运输中心。同时，加强城市交通枢纽节点建设，注重区域公路、铁路、港口和城市公共交通的衔接，促进各种运输方式高效衔接、换乘便捷。 2006年7月 针对南京现有8个客运站存在着,high
transport_b361bbd4483b50,铁路,rail,,swhgz_4156be344675,9,输枢纽布局规划》显示，179个分布于各重要节点城市的国家公路运输枢纽，将覆盖全国主要港口、大中型枢纽机场及重要铁路枢纽。通过公路枢纽与高速公路网的衔接，将实现客运的“零距离换乘”和物流过程的“无缝衔接”，有助于充分发挥公路运,high
transport_92596a23803f38,运河,waterway,,swhgz_4156be344675,9,运输体系，重点建设方便快捷舒适的客运体系和快速高效低成本的货运体系，集中构建沪宁、沿江、沿东陇海、沿海、沿京杭运河、徐宿淮盐和徐宁杭“三纵四横”七大运输通道，加快形成面向国际及省外的广域交通体系和省内区域之间的网络化交通体系,high
transport_f113f78000f2b5,码头,waterway,南京市;南京,swhgz_4156be344675,18,编辑、线路编辑等功能。 2006年 南京交通主枢纽指挥中心正式建成。该中心集成了南京市交通系统各单位的场、站、码头等重要部位的视频信号，并通过此中心实现对全市各客运站、客运违章多发地段、汽车轮渡等进行全方位视频监控，为突发事,high
transport_d0a7d6adbd3f9e,铁路,rail,无锡,swhgz_4156be344675,24,路客运站推出新举措，从3月9日起无锡汽车站等开始发出沪宁线夜间班车，改变了市民长期晚间出行只乘火车的习惯。由于铁路沪宁车次在19：00－21：00这一段时间是真空期，经过调查研究，无锡汽车站及时作出班次调整，满足广大市民出行,high
transport_ff2abf8e66f76e,铁路,rail,盐城;无锡,swhgz_4156be344675,36,面积为2 58万平方米，旅客最高日发运量达2万人次，和盐城火车站一起形成了新的综合交通运输枢纽，实现了公路、铁路和城市客运的“零换乘”。 2008年12月20日 无锡四大工程之一的汽车西站项目正式开工。无锡汽车西站新址选于,high
transport_5c1f31660bfaa6,桥梁,bridge,苏州市;苏州,swhgz_4156be344675,40,行业协会一苏州市搬家运输服务行业协会经苏州市民政局批复成立。该协会将在运输行业管理与会员单位之间起到信息沟通的桥梁作用，能够向运输行业管理部门报告行业市场生产问题，举报“黑车”市场、非法经营单位和不正当竞争势力，促进苏州市搬,high
transport_959d72034d90bb,铁路,rail,,swhgz_4156be344675,41,办法》，自1999年11月起实施。集装箱汽车运输是指采用汽车承运装货集装箱或空箱的过程，运输方式是指港口码头、铁路车站集装箱的集疏运输或门到门运输和公路直达集装箱运输。《管理办法》分总则、开业条件、申请与审批、营运管理、收费,high
transport_c580f988bf3c7e,码头,waterway,,swhgz_4156be344675,41,输管理办法》，自1999年11月起实施。集装箱汽车运输是指采用汽车承运装货集装箱或空箱的过程，运输方式是指港口码头、铁路车站集装箱的集疏运输或门到门运输和公路直达集装箱运输。《管理办法》分总则、开业条件、申请与审批、营运管理,high
transport_02397f316abb7f,道路,road,,swhgz_321865661e46,2,新中国建立后，县境实行了“土地改革”，“耕者有其田”，生产力得到了极大的解放。接着，农业走上了社会主义集体化道路，大搞农田基本建设，大兴水利，使防洪防涝能力逐年增强。50年代，开始围湖造田，扩大了耕地面积。60年代，提倡科,high
transport_1c7f5a9d003346,码头,waterway,枞阳镇;枞阳,swhgz_321865661e46,2,力地打击了敌、伪、顽的反动势力；解放战争中，“百万雄师过大江”，枞阳镇成为解放军中线指挥部，县属江心洲和沿江各码头均成为解放军的起渡点。 枞阳人民具有悠久的革命传统。早在隋朝，李英林起兵于枞阳，声势浩大，与隋王朝进行了殊死的,high
transport_db9fe603cd2b3e,交通,general_transport,桐城县;安庆;桐城,swhgz_321865661e46,2,5个支部 。次年8月，成立了中共桐城县委，下辖区委3个 、桐、枞、庐地区共产党的活动中心，浮山中学成为秘密交通站，会圣岩吴富之家成为中共县委机关。民国19年，中共安庆中心县委在会宫召开了8县联席会议后，枞桐地区掀起了武装,high
transport_fdcd596535f4f0,公路,road,,swhgz_321865661e46,3,元，农村储蓄余额4115 7万元。 随着农、工、商贸各业的振兴，交通、邮电事业日新月异。至1989年止，县有公路46条，总长度484 7公里。其中省道5条、县道11条、乡道30条。全县除江心洲外，各乡镇均已通车。全县42,high
transport_ff3b31d2782554,码头,waterway,安徽省;枞阳镇;枞阳;安徽,swhgz_321865661e46,3,场，其中灰包咸蛋出口在安徽省同行业中，独享产品免检信誉。 县境商业由于水域的优势，自古以来就很发达。集镇多为水码头，货物运输十分方便。其中，枞阳镇古为舒口，为舒、庐、潜、怀、太、岳等县的漕米和货物的集散地；汤沟为桐东首镇；石,high
transport_e2570a448bdf45,交通,general_transport,,swhgz_321865661e46,3,，另有保险支公司1个；城镇储蓄余额5138万元，农村储蓄余额4115 7万元。 随着农、工、商贸各业的振兴，交通、邮电事业日新月异。至1989年止，县有公路46条，总长度484 7公里。其中省道5条、县道11条、乡道30,high
transport_d9582897c0f886,码头,waterway,枞阳镇;枞阳,swhgz_321865661e46,6,并建房，开办“民生渔牧养殖公司”。 是年，枞阳镇首号商铺贺福兴油铁店开业。资金为白银2万两。 是年，桂家坝水运码头成为外商货轮货物集散地。 是年，清末举人南乡李光炯创办李氏私立小学，民国16年改为公立宏实小学。 民国2年,high
transport_b50c2e28239343,码头,waterway,枞阳镇;枞阳,swhgz_321865661e46,6,镇建立基督教堂——中华圣公会枞阳三德堂。 民国5年 白鹤峰乡村师范学校学生，为征收出境粮食特捐，与粮商在枞阳码头发生纠纷，校长许和济出走，学校一度停课。 民国6年 江心、崇文、汆水、凤凰、玉板等洲陆续露出水面。 枞阳镇以,high
transport_6f238fa2ee853b,公路,road,安徽省;安徽,swhgz_321865661e46,7,岭一带，杀害妇女儿童4名；25日，日机5架轰炸会宫、龙桥一带。 是月，汤沟日军强迫陈家洲农民修汤沟至桂家坝军用公路，长7 5公里。 4月，安徽省国民政府主席李品仙集结重兵进攻皖中抗日根据地。中共桐怀潜中心县委带领干部、群众,high
transport_55248ad914e6cf,码头,waterway,安徽省;安徽,swhgz_321865661e46,8,桐庐县人民民主政府成立，县委书记马力、县长程继贤。 是年，经国民党安徽省航管部门批准，撤扫帚沟和新开沟两地小轮码头，设大砥碚小轮码头。 中共先后建立了县武装工作队、桐庐县基干团等军事组织。 民国37年 元月，桐庐县独立团成,high
transport_adc4964c277b23,公路,road,,swhgz_321865661e46,9,始。是日夜，在陈家洲对面江中，缴获国民党军舰1艘。 4月23日，县境解放军全部渡过长江。在渡江战役中，全县抢修公路89公里，建桥梁50余座，收集船只1922艘，供应军粮270余万公斤、军鞋54600余双，出动民工18000人,high
transport_10cce03a1cdc01,公路,road,安徽省;枞阳镇;安庆;枞阳;安徽,swhgz_321865661e46,9,共安庆地委、安徽省委先后批转在全省范围内学习、贯彻。 是月，县农场培育岱字棉，亩产籽棉205公斤 汤沟至桂家坝公路修成通车，县第一辆货车 开始运营。 9月，县在枞阳镇召开物资交流大会，成交额达116,high
transport_6ce886036eef3b,桥梁,bridge,,swhgz_321865661e46,9,家洲对面江中，缴获国民党军舰1艘。 4月23日，县境解放军全部渡过长江。在渡江战役中，全县抢修公路89公里，建桥梁50余座，收集船只1922艘，供应军粮270余万公斤、军鞋54600余双，出动民工18000人；牺牲船工25人,high
transport_58fb391e781f34,公路,road,枞阳县;枞阳,swhgz_321865661e46,10,医诊所成立。 7月1日，湖东县改名枞阳县。 8月，县贯彻国家颁布的《兵役法》，实行义务兵役制。 10月，桐 公路破土动工；1957年3月完工，“五一”通车。 11月5日，国务院赠送枞阳县7部收音机，县政府分别转赠陈洲区7个,high
transport_9071cbd68118ac,交通,general_transport,,swhgz_321865661e46,10,水利、鱼场、草场等问题的协议。翌年4月13日，湖东县、无为县和普济圩农场三方代表会议在农场召开，进一步就水利、交通、土地、鱼、草等问题达成协议。11月12～16日，县委召开三级干部会，传达“关于党在过渡时期总路线、总任务”和,high
transport_50f8d24df95747,交通,general_transport,,swhgz_321865661e46,10,县第一次进行选民登记并选举代表。 4月13日，湖东县、无为县和普济圩农场三方代表会议在农场召开，进一步就水利、交通、土地、鱼、草等问题达成协议。 5月1日，湖东县第一届运动会在汤沟镇人民广场举行，300多名运动员参加。 6月,high
transport_ba71a9ec2cf853,交通,general_transport,,swhgz_321865661e46,12,2月9日，县革命委员会成立后，县直机关精简合并为10个服务站 毛泽东思想宣传、农林、粮油棉、工业、水电、邮电交通、财政金融、文教、卫生、人民生活 。 是年，县内所有学校、文化机关由“军宣队”、“工宣队”、“贫宣队”进驻。,high
transport_5270ec14beeb73,航运,waterway,,swhgz_321865661e46,14,7 5万元。 4月17日，仪山公社船工钱叶刚违章驾驶12马力挂机船航行，在长江下游白茆水道与四川省石柱县西沱航运公司石柱三号船队碰撞，死12人。 5月1日，县实行财政包干，确定基数，收支包干，3年不变。 5月12日，县党史,high
transport_f29855463744f2,客运,passenger_transport,枞阳县;枞阳,swhgz_321865661e46,14,大堤安全措施。 是月，省长王郁昭、副省长苏桦来枞阳县视察灾情。 是月，县车队、县搬运公司分别购置客车2辆，投入客运，打破客运市场独家经营局面，展开市场竞争。 8月上旬，县委、县政府召开生活救灾工作会议。据统计，全县受灾面积达,high
transport_89a60655e30d0c,客运,passenger_transport,枞阳县;枞阳,swhgz_321865661e46,14,施。 是月，省长王郁昭、副省长苏桦来枞阳县视察灾情。 是月，县车队、县搬运公司分别购置客车2辆，投入客运，打破客运市场独家经营局面，展开市场竞争。 8月上旬，县委、县政府召开生活救灾工作会议。据统计，全县受灾面积达59 3,high
transport_dbc46534dba0ca,货运,freight_transport,枞阳,swhgz_321865661e46,18,商场 。新辟的农贸市场、凤凰山小百货市场日交易额20万元左右。陆运有桐枞、安枞公路通向各地；水运沿江有小轮客货运码头4个，枞阳河可往菜子湖沿岸各埠，交通四通八达。 镇境文物古迹有汉武帝射蛟台、落箭墩；晋枞阳令陶侃的洗墨池、,high
transport_0ec589c6b1755d,货运,freight_transport,贵池;安庆;桐城;黄山;庐江,swhgz_321865661e46,19,。 镇对外交通方便，枞汤、汤桂公路可达安庆、桐城、合肥、贵池、黄山、庐江等地。1989年有社会车辆800台，客货运输能力较强。 镇内文化教育源远流长，清代刘大櫆、姚鼐、刘开先后收徒讲学于陈家洲，史炳荣创办丰乐书院于汤家沟。1,high
transport_7e84c537d16ea3,航运,waterway,,swhgz_321865661e46,20,配、粮油加工等企业。1989年，全区工农业总产值2133 7万元。 区内有枞桐公路贯穿，乡乡有公路可通。水上航运可通菜子湖沿岸各埠。 区内有电影院4座、文化站1个、中学4所、小学2l所、卫生院3所、卫生室19个。古文化遗址,high
transport_02b900b3d78778,航运,waterway,,swhgz_321865661e46,22,86 86万元。重点矿产为大理石，蕴藏丰富，约8亿吨。 交通方便，枞铜公路穿过其境，沿江码头有4座 ，内河航运可通白荡湖畔各集镇。 全区有电影院6座、文化站1个、中学5所、小学58所、卫生院5所、卫生室58个。该区文物古,high
transport_ea14b782c9bd7d,渡口,waterway,,swhgz_321865661e46,26,境为712平方公里；湖体安全容量为2 07亿立方米，水位13米。北有3条河流入湖：罗昌河，自七桥水库至乌金渡渡口，全长47 8公里，流域面积477平方公里，汛期流量790立方米／秒；钱桥河，源于祖庄水库，水流与罗河汇合，,high
transport_8728271fe27119,道路,road,,swhgz_321865661e46,29,22万亩，其中城镇建设用地2700亩，农村居民宅基地19万亩，工矿企业用地1 交通建设用地 1949年前农村道路用地约4000多亩。新中国建立后，交通建设用地总面积1 8万亩，其中公路建设用地3300亩，港口码头建设用地,high
transport_dd0278dab03335,道路,road,,swhgz_321865661e46,35,民经过“减租减息”和“土地改革”运动，生产积极性空前高涨。在互助组、合作社、人民公社期间，农民走上社会主义集体道路，大搞农田基本建设，兴修水利，逐步提高防洪防涝能力。50年代起，县境大规模围湖造田，扩大耕种面积，1967年可,high
transport_26034b49ad165c,道路,road,,swhgz_321865661e46,35,39人；农田基本建设日臻完善，粮食生产逐年增长。80年代，因农村经济建设规模不断扩大，乡镇工业、新建农宅、交通道路等项建设，占用了大量土地，土地平均年递减在2000亩左右。为解决人多地少问题，县境农作物复种指数每年均有增长，,high
transport_1ee4a2b434416a,道路,road,,swhgz_321865661e46,36,业生产，改革生产工具，抗御自然灾害，1951年春，县人民政府按照“自愿互利、典型示范”的原则，鼓励农民走集体化道路。汤沟区大新乡农民钱常山、杨柳青率先成立第一个常年互助组，继而全县成立临时互助组972个、常年互助组27个，入,high
